Dose(Gy)         ln(S)        Survival      DoseB(Gy)            RBE   depth(slice)
0              0              1              0            nan           5319
0              0              1              0            nan           5320
0              0              1              0            nan           5321
0              0              1              0            nan           5322
0              0              1              0            nan           5323
0              0              1              0            nan           5324
0              0              1              0            nan           5325
0              0              1              0            nan           5326
0              0              1              0            nan           5327
0              0              1              0            nan           5328
0              0              1              0            nan           5329
0              0              1              0            nan           5330
0              0              1              0            nan           5331
0              0              1              0            nan           5332
0              0              1              0            nan           5333
0              0              1              0            nan           5334
0              0              1              0            nan           5335
0              0              1              0            nan           5336
0              0              1              0            nan           5337
0              0              1              0            nan           5338
0              0              1              0            nan           5339
0              0              1              0            nan           5340
0              0              1              0            nan           5341
0              0              1              0            nan           5342
0              0              1              0            nan           5343
0              0              1              0            nan           5344
0              0              1              0            nan           5345
0              0              1              0            nan           5346
0              0              1              0            nan           5347
0              0              1              0            nan           5348
0              0              1              0            nan           5349
0              0              1              0            nan           5350
0              0              1              0            nan           5351
0              0              1              0            nan           5352
0              0              1              0            nan           5353
0              0              1              0            nan           5354
0              0              1              0            nan           5355
0              0              1              0            nan           5356
0              0              1              0            nan           5357
0              0              1              0            nan           5358
0              0              1              0            nan           5359
0              0              1              0            nan           5360
0              0              1              0            nan           5361
0              0              1              0            nan           5362
0              0              1              0            nan           5363
0              0              1              0            nan           5364
0              0              1              0            nan           5365
0              0              1              0            nan           5366
0              0              1              0            nan           5367
0              0              1              0            nan           5368
0              0              1              0            nan           5369
0              0              1              0            nan           5370
0              0              1              0            nan           5371
0              0              1              0            nan           5372
0              0              1              0            nan           5373
0              0              1              0            nan           5374
0              0              1              0            nan           5375
0              0              1              0            nan           5376
0              0              1              0            nan           5377
0              0              1              0            nan           5378
0              0              1              0            nan           5379
0              0              1              0            nan           5380
0              0              1              0            nan           5381
0              0              1              0            nan           5382
0              0              1              0            nan           5383
0              0              1              0            nan           5384
0              0              1              0            nan           5385
0              0              1              0            nan           5386
0              0              1              0            nan           5387
0              0              1              0            nan           5388
0              0              1              0            nan           5389
0              0              1              0            nan           5390
0              0              1              0            nan           5391
0              0              1              0            nan           5392
0              0              1              0            nan           5393
0              0              1              0            nan           5394
0              0              1              0            nan           5395
0              0              1              0            nan           5396
0              0              1              0            nan           5397
0              0              1              0            nan           5398
0              0              1              0            nan           5399
0              0              1              0            nan           5400
0              0              1              0            nan           5401
0              0              1              0            nan           5402
0              0              1              0            nan           5403
0              0              1              0            nan           5404
0              0              1              0            nan           5405
0              0              1              0            nan           5406
0              0              1              0            nan           5407
0              0              1              0            nan           5408
0              0              1              0            nan           5409
0              0              1              0            nan           5410
0              0              1              0            nan           5411
0              0              1              0            nan           5412
0              0              1              0            nan           5413
0              0              1              0            nan           5414
0              0              1              0            nan           5415
0              0              1              0            nan           5416
0              0              1              0            nan           5417
0              0              1              0            nan           5418
0              0              1              0            nan           5419
0              0              1              0            nan           5420
0              0              1              0            nan           5421
0              0              1              0            nan           5422
0              0              1              0            nan           5423
0              0              1              0            nan           5424
0              0              1              0            nan           5425
0              0              1              0            nan           5426
0              0              1              0            nan           5427
0              0              1              0            nan           5428
0              0              1              0            nan           5429
0              0              1              0            nan           5430
0              0              1              0            nan           5431
0              0              1              0            nan           5432
0              0              1              0            nan           5433
0              0              1              0            nan           5434
0              0              1              0            nan           5435
0              0              1              0            nan           5436
0              0              1              0            nan           5437
0              0              1              0            nan           5438
0              0              1              0            nan           5439
0              0              1              0            nan           5440
0              0              1              0            nan           5441
0              0              1              0            nan           5442
0              0              1              0            nan           5443
0              0              1              0            nan           5444
0              0              1              0            nan           5445
0              0              1              0            nan           5446
0              0              1              0            nan           5447
0              0              1              0            nan           5448
0              0              1              0            nan           5449
0              0              1              0            nan           5450
0              0              1              0            nan           5451
0              0              1              0            nan           5452
0              0              1              0            nan           5453
0              0              1              0            nan           5454
0              0              1              0            nan           5455
0              0              1              0            nan           5456
0              0              1              0            nan           5457
0              0              1              0            nan           5458
0              0              1              0            nan           5459
0              0              1              0            nan           5460
0              0              1              0            nan           5461
0              0              1              0            nan           5462
0              0              1              0            nan           5463
0              0              1              0            nan           5464
0              0              1              0            nan           5465
0              0              1              0            nan           5466
0              0              1              0            nan           5467
0              0              1              0            nan           5468
0              0              1              0            nan           5469
0              0              1              0            nan           5470
0              0              1              0            nan           5471
0              0              1              0            nan           5472
0              0              1              0            nan           5473
0              0              1              0            nan           5474
0              0              1              0            nan           5475
0              0              1              0            nan           5476
0              0              1              0            nan           5477
0              0              1              0            nan           5478
0              0              1              0            nan           5479
0              0              1              0            nan           5480
0              0              1              0            nan           5481
0              0              1              0            nan           5482
0              0              1              0            nan           5483
0              0              1              0            nan           5484
0              0              1              0            nan           5485
0              0              1              0            nan           5486
0              0              1              0            nan           5487
0              0              1              0            nan           5488
0              0              1              0            nan           5489
0              0              1              0            nan           5490
0              0              1              0            nan           5491
0              0              1              0            nan           5492
0              0              1              0            nan           5493
0              0              1              0            nan           5494
0              0              1              0            nan           5495
0              0              1              0            nan           5496
0              0              1              0            nan           5497
0              0              1              0            nan           5498
0              0              1              0            nan           5499
0              0              1              0            nan           5500
0              0              1              0            nan           5501
0              0              1              0            nan           5502
0              0              1              0            nan           5503
0              0              1              0            nan           5504
0              0              1              0            nan           5505
0              0              1              0            nan           5506
0              0              1              0            nan           5507
0              0              1              0            nan           5508
0              0              1              0            nan           5509
0              0              1              0            nan           5510
0              0              1              0            nan           5511
0              0              1              0            nan           5512
0              0              1              0            nan           5513
0              0              1              0            nan           5514
0              0              1              0            nan           5515
0              0              1              0            nan           5516
0              0              1              0            nan           5517
0              0              1              0            nan           5518
0              0              1              0            nan           5519
0              0              1              0            nan           5520
0              0              1              0            nan           5521
0              0              1              0            nan           5522
0              0              1              0            nan           5523
0              0              1              0            nan           5524
0              0              1              0            nan           5525
0              0              1              0            nan           5526
0              0              1              0            nan           5527
0              0              1              0            nan           5528
0              0              1              0            nan           5529
0              0              1              0            nan           5530
0              0              1              0            nan           5531
0              0              1              0            nan           5532
0              0              1              0            nan           5533
0              0              1              0            nan           5534
0              0              1              0            nan           5535
0              0              1              0            nan           5536
0              0              1              0            nan           5537
0              0              1              0            nan           5538
0              0              1              0            nan           5539
0              0              1              0            nan           5540
0              0              1              0            nan           5541
0              0              1              0            nan           5542
0              0              1              0            nan           5543
0              0              1              0            nan           5544
0              0              1              0            nan           5545
0              0              1              0            nan           5546
0              0              1              0            nan           5547
0              0              1              0            nan           5548
0              0              1              0            nan           5549
0              0              1              0            nan           5550
0              0              1              0            nan           5551
0              0              1              0            nan           5552
0              0              1              0            nan           5553
0              0              1              0            nan           5554
0              0              1              0            nan           5555
0              0              1              0            nan           5556
0              0              1              0            nan           5557
0              0              1              0            nan           5558
0              0              1              0            nan           5559
0              0              1              0            nan           5560
0              0              1              0            nan           5561
0              0              1              0            nan           5562
0              0              1              0            nan           5563
0              0              1              0            nan           5564
0              0              1              0            nan           5565
0              0              1              0            nan           5566
0              0              1              0            nan           5567
0              0              1              0            nan           5568
0              0              1              0            nan           5569
0              0              1              0            nan           5570
0              0              1              0            nan           5571
0              0              1              0            nan           5572
0              0              1              0            nan           5573
0              0              1              0            nan           5574
0              0              1              0            nan           5575
0              0              1              0            nan           5576
0              0              1              0            nan           5577
0              0              1              0            nan           5578
0              0              1              0            nan           5579
0              0              1              0            nan           5580
0              0              1              0            nan           5581
0              0              1              0            nan           5582
0              0              1              0            nan           5583
0              0              1              0            nan           5584
0              0              1              0            nan           5585
0              0              1              0            nan           5586
0              0              1              0            nan           5587
0              0              1              0            nan           5588
0              0              1              0            nan           5589
0              0              1              0            nan           5590
0              0              1              0            nan           5591
0              0              1              0            nan           5592
0              0              1              0            nan           5593
0              0              1              0            nan           5594
0              0              1              0            nan           5595
0              0              1              0            nan           5596
0              0              1              0            nan           5597
0              0              1              0            nan           5598
0              0              1              0            nan           5599
0              0              1              0            nan           5600
0              0              1              0            nan           5601
0              0              1              0            nan           5602
0              0              1              0            nan           5603
0              0              1              0            nan           5604
0              0              1              0            nan           5605
0              0              1              0            nan           5606
0              0              1              0            nan           5607
0              0              1              0            nan           5608
0              0              1              0            nan           5609
0              0              1              0            nan           5610
0              0              1              0            nan           5611
0              0              1              0            nan           5612
0              0              1              0            nan           5613
0              0              1              0            nan           5614
0              0              1              0            nan           5615
0              0              1              0            nan           5616
0              0              1              0            nan           5617
0              0              1              0            nan           5618
0              0              1              0            nan           5619
0              0              1              0            nan           5620
0              0              1              0            nan           5621
0              0              1              0            nan           5622
0              0              1              0            nan           5623
0              0              1              0            nan           5624
0              0              1              0            nan           5625
0              0              1              0            nan           5626
0              0              1              0            nan           5627
0              0              1              0            nan           5628
0              0              1              0            nan           5629
0              0              1              0            nan           5630
0              0              1              0            nan           5631
0              0              1              0            nan           5632
0              0              1              0            nan           5633
0              0              1              0            nan           5634
0              0              1              0            nan           5635
0              0              1              0            nan           5636
0              0              1              0            nan           5637
0              0              1              0            nan           5638
0              0              1              0            nan           5639
0              0              1              0            nan           5640
0              0              1              0            nan           5641
0              0              1              0            nan           5642
0              0              1              0            nan           5643
0              0              1              0            nan           5644
0              0              1              0            nan           5645
0              0              1              0            nan           5646
0              0              1              0            nan           5647
0              0              1              0            nan           5648
0              0              1              0            nan           5649
0              0              1              0            nan           5650
0              0              1              0            nan           5651
0              0              1              0            nan           5652
0              0              1              0            nan           5653
0              0              1              0            nan           5654
0              0              1              0            nan           5655
0              0              1              0            nan           5656
0              0              1              0            nan           5657
0              0              1              0            nan           5658
0              0              1              0            nan           5659
0              0              1              0            nan           5660
0              0              1              0            nan           5661
0              0              1              0            nan           5662
0              0              1              0            nan           5663
0              0              1              0            nan           5664
0              0              1              0            nan           5665
0              0              1              0            nan           5666
0              0              1              0            nan           5667
0              0              1              0            nan           5668
0              0              1              0            nan           5669
0              0              1              0            nan           5670
0              0              1              0            nan           5671
0              0              1              0            nan           5672
0              0              1              0            nan           5673
0              0              1              0            nan           5674
0              0              1              0            nan           5675
0              0              1              0            nan           5676
0              0              1              0            nan           5677
0              0              1              0            nan           5678
0              0              1              0            nan           5679
0              0              1              0            nan           5680
0              0              1              0            nan           5681
0              0              1              0            nan           5682
0              0              1              0            nan           5683
0              0              1              0            nan           5684
0              0              1              0            nan           5685
0              0              1              0            nan           5686
0              0              1              0            nan           5687
0              0              1              0            nan           5688
0              0              1              0            nan           5689
0              0              1              0            nan           5690
0              0              1              0            nan           5691
0              0              1              0            nan           5692
0              0              1              0            nan           5693
0              0              1              0            nan           5694
0              0              1              0            nan           5695
0              0              1              0            nan           5696
0              0              1              0            nan           5697
0              0              1              0            nan           5698
0              0              1              0            nan           5699
0              0              1              0            nan           5700
0              0              1              0            nan           5701
0              0              1              0            nan           5702
0              0              1              0            nan           5703
0              0              1              0            nan           5704
0              0              1              0            nan           5705
0              0              1              0            nan           5706
0              0              1              0            nan           5707
0              0              1              0            nan           5708
0              0              1              0            nan           5709
0              0              1              0            nan           5710
0              0              1              0            nan           5711
0              0              1              0            nan           5712
0              0              1              0            nan           5713
0              0              1              0            nan           5714
0              0              1              0            nan           5715
0              0              1              0            nan           5716
0              0              1              0            nan           5717
0              0              1              0            nan           5718
0              0              1              0            nan           5719
0              0              1              0            nan           5720
0              0              1              0            nan           5721
0              0              1              0            nan           5722
0              0              1              0            nan           5723
0              0              1              0            nan           5724
0              0              1              0            nan           5725
0              0              1              0            nan           5726
0              0              1              0            nan           5727
0              0              1              0            nan           5728
0              0              1              0            nan           5729
0              0              1              0            nan           5730
0              0              1              0            nan           5731
0              0              1              0            nan           5732
0              0              1              0            nan           5733
0              0              1              0            nan           5734
0              0              1              0            nan           5735
0              0              1              0            nan           5736
0              0              1              0            nan           5737
0              0              1              0            nan           5738
0              0              1              0            nan           5739
0              0              1              0            nan           5740
0              0              1              0            nan           5741
0              0              1              0            nan           5742
0              0              1              0            nan           5743
0              0              1              0            nan           5744
0              0              1              0            nan           5745
0              0              1              0            nan           5746
0              0              1              0            nan           5747
0              0              1              0            nan           5748
0              0              1              0            nan           5749
0              0              1              0            nan           5750
0              0              1              0            nan           5751
0              0              1              0            nan           5752
0              0              1              0            nan           5753
0              0              1              0            nan           5754
0              0              1              0            nan           5755
0              0              1              0            nan           5756
0              0              1              0            nan           5757
0              0              1              0            nan           5758
0              0              1              0            nan           5759
0              0              1              0            nan           5760
0              0              1              0            nan           5761
0              0              1              0            nan           5762
0              0              1              0            nan           5763
0              0              1              0            nan           5764
0              0              1              0            nan           5765
0              0              1              0            nan           5766
0              0              1              0            nan           5767
0              0              1              0            nan           5768
0              0              1              0            nan           5769
0              0              1              0            nan           5770
0              0              1              0            nan           5771
0              0              1              0            nan           5772
0              0              1              0            nan           5773
0              0              1              0            nan           5774
0              0              1              0            nan           5775
0              0              1              0            nan           5776
0              0              1              0            nan           5777
0              0              1              0            nan           5778
0              0              1              0            nan           5779
0              0              1              0            nan           5780
0              0              1              0            nan           5781
0              0              1              0            nan           5782
0              0              1              0            nan           5783
0              0              1              0            nan           5784
0              0              1              0            nan           5785
0              0              1              0            nan           5786
0              0              1              0            nan           5787
0              0              1              0            nan           5788
0              0              1              0            nan           5789
0              0              1              0            nan           5790
0              0              1              0            nan           5791
0              0              1              0            nan           5792
0              0              1              0            nan           5793
0              0              1              0            nan           5794
0              0              1              0            nan           5795
0              0              1              0            nan           5796
0              0              1              0            nan           5797
0              0              1              0            nan           5798
0              0              1              0            nan           5799
0              0              1              0            nan           5800
0              0              1              0            nan           5801
0              0              1              0            nan           5802
0              0              1              0            nan           5803
0              0              1              0            nan           5804
0              0              1              0            nan           5805
0              0              1              0            nan           5806
0              0              1              0            nan           5807
0              0              1              0            nan           5808
0              0              1              0            nan           5809
0              0              1              0            nan           5810
0              0              1              0            nan           5811
0              0              1              0            nan           5812
0              0              1              0            nan           5813
0              0              1              0            nan           5814
0              0              1              0            nan           5815
0              0              1              0            nan           5816
0              0              1              0            nan           5817
0              0              1              0            nan           5818
0              0              1              0            nan           5819
0              0              1              0            nan           5820
0              0              1              0            nan           5821
0              0              1              0            nan           5822
0              0              1              0            nan           5823
0              0              1              0            nan           5824
0              0              1              0            nan           5825
0              0              1              0            nan           5826
0              0              1              0            nan           5827
0              0              1              0            nan           5828
0              0              1              0            nan           5829
0              0              1              0            nan           5830
0              0              1              0            nan           5831
0              0              1              0            nan           5832
0              0              1              0            nan           5833
0              0              1              0            nan           5834
0              0              1              0            nan           5835
0              0              1              0            nan           5836
0              0              1              0            nan           5837
0              0              1              0            nan           5838
0              0              1              0            nan           5839
0              0              1              0            nan           5840
0              0              1              0            nan           5841
0              0              1              0            nan           5842
0              0              1              0            nan           5843
0              0              1              0            nan           5844
0              0              1              0            nan           5845
0              0              1              0            nan           5846
0              0              1              0            nan           5847
0              0              1              0            nan           5848
0              0              1              0            nan           5849
0              0              1              0            nan           5850
0              0              1              0            nan           5851
0              0              1              0            nan           5852
0              0              1              0            nan           5853
0              0              1              0            nan           5854
0              0              1              0            nan           5855
0              0              1              0            nan           5856
0              0              1              0            nan           5857
0              0              1              0            nan           5858
0              0              1              0            nan           5859
0              0              1              0            nan           5860
0              0              1              0            nan           5861
0              0              1              0            nan           5862
0              0              1              0            nan           5863
0              0              1              0            nan           5864
0              0              1              0            nan           5865
0              0              1              0            nan           5866
0              0              1              0            nan           5867
0              0              1              0            nan           5868
0              0              1              0            nan           5869
0              0              1              0            nan           5870
0              0              1              0            nan           5871
0              0              1              0            nan           5872
0              0              1              0            nan           5873
0              0              1              0            nan           5874
0              0              1              0            nan           5875
0              0              1              0            nan           5876
0              0              1              0            nan           5877
0              0              1              0            nan           5878
0              0              1              0            nan           5879
0              0              1              0            nan           5880
0              0              1              0            nan           5881
0              0              1              0            nan           5882
0              0              1              0            nan           5883
0              0              1              0            nan           5884
0              0              1              0            nan           5885
0              0              1              0            nan           5886
0              0              1              0            nan           5887
0              0              1              0            nan           5888
0              0              1              0            nan           5889
0              0              1              0            nan           5890
0              0              1              0            nan           5891
0              0              1              0            nan           5892
0              0              1              0            nan           5893
0              0              1              0            nan           5894
0              0              1              0            nan           5895
0              0              1              0            nan           5896
0              0              1              0            nan           5897
0              0              1              0            nan           5898
0              0              1              0            nan           5899
0              0              1              0            nan           5900
0              0              1              0            nan           5901
0              0              1              0            nan           5902
0              0              1              0            nan           5903
